Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2018-10-14,Asylum,1972,https://letterboxd.com/malantonio/film/asylum/,3,,"i thought the first two stories (the voodoo one and the tailor one) were the strongest. not as overall enjoyable as TALES FROM THE CRYPT, my only other amicus point of comparison.","streaming, amazon",2018-10-13
2018-10-15,Sleepaway Camp II: Unhappy Campers,1988,https://letterboxd.com/malantonio/film/sleepaway-camp-ii-unhappy-campers/,3,,"it's a lot of fun when it's not getting into the semantics of angela's backstory (it's the late 80s, so the queer-phobic language isn't much of a surprise, it's just exhausting). renée estevez is charming and pamela springsteen is clearly having a blast.","streaming, amazon",2018-10-14
2018-10-16,Lisa and the Devil,1973,https://letterboxd.com/malantonio/film/lisa-and-the-devil/,3,,"beautiful to watch, but i had a hard time keeping up with the story (according to the wiki, a train passed by during an important plot reveal). the (sorta) dream logic works so good with bava's style, so i wasn't completely out-to-sea.","streaming, kanopy",2018-10-15
2018-10-17,Double Trouble,1992,https://letterboxd.com/malantonio/film/double-trouble-1992/,2.5,,it's a kids movie but for adults. some good one-liners sprinkled throughout but i'm not sure how this plays without a crowd/group of friends.,"theater, digital, trash night",2018-10-16
2018-10-18,Sleepaway Camp III: Teenage Wasteland,1989,https://letterboxd.com/malantonio/film/sleepaway-camp-iii-teenage-wasteland/,3,,"in theory, angela is only killing people as a form of punishment, but since pretty much everyone is awful, does it really matter? parts 2 and 3 might be my favorite slasher sequels solely because they don't bother to try to flesh out the killer. they're how people describe the later NIGHTMAREs and FRIDAY/13ths. the cut i saw had a lot of the gore edited out, which raises the question of why one would watch this in that case. 

there's some late 80s racism/classism throughout that's super offputting, but for a series whose first entry includes jokes about pedophilia, you kinda know what you're in for by this point.","streaming, amazon",2018-10-17
2018-10-19,Ænigma,1987,https://letterboxd.com/malantonio/film/nigma/,2,,"some parts (namely the stuff around kathy) seem to be tacked onto another film about a bitchy psychokinetic new-girl. and the first half doesn't feel like a fulci film at all.

wasn't really worth the effort you have to put in to figure out what adult figure is sleeping with a student.","streaming, amazon",2018-10-18
2018-10-21,The Marine,2006,https://letterboxd.com/malantonio/film/the-marine/,2,,this is an film that was Actually Made and was Actually Shown In Theaters.,dvd,2018-10-20
2018-10-22,The Witch Who Came from the Sea,1976,https://letterboxd.com/malantonio/film/the-witch-who-came-from-the-sea/,2.5,,i want to see this again after a little time passes. there's a lot of playing with reality that i had a hard time keeping up with,"streaming, amazon",2018-10-21
2018-10-22,Satan,1974,https://letterboxd.com/malantonio/film/satan-1974/,3,,"it's a turkish scene-for-scene remake of THE EXORCIST that's a fascinating watch. there's zero budget, and the theme from the original is looped and likely stolen. the effects are cheap and the acting's flat. this was super enjoyable as a two-person watch and would probably be great at a party.","streaming, amazon",2018-10-21
2018-10-24,The Visit,2015,https://letterboxd.com/malantonio/film/the-visit-2015/,3.5,,way better than i was expecting. the casting is fantastic. one of the better found-footage jawns.,"streaming, amazon",2018-10-23
2018-10-25,Night of the Demons,1988,https://letterboxd.com/malantonio/film/night-of-the-demons/,2.5,,my kingdom for stooge's BORN TO BURN devil shirt.,"streaming, amazon",2018-10-24
2018-10-27,[REC],2007,https://letterboxd.com/malantonio/film/rec/,4,,a hell of a trip... until the last 10 minutes when it tries squeezing a mythology into the story (which seems like a common flaw in found-footage films). some solid gore and creepy vibes throughout.,"streaming, hulu",2018-10-25
2018-10-27,Paranormal Activity,2007,https://letterboxd.com/malantonio/film/paranormal-activity/,3,Yes,"apparently spielberg saw a screener and suggested the current ending, which is easily the weakest part. i would have loved to have seen this opening weekend with a packed house.","streaming, amazon",2018-10-25
2018-10-27,She Demons,1958,https://letterboxd.com/malantonio/film/she-demons/,2,,some real cornball stuff here,"streaming, amazon prime",2018-10-26
2018-10-28,The War of the Worlds,1953,https://letterboxd.com/malantonio/film/the-war-of-the-worlds/,3,,"it’s some good, if higher budgeted, clean sci-fi fun until the conclusion, which is a bummer cop out","coolidge corner, 35mm",2018-10-28
2018-10-28,Alien,1979,https://letterboxd.com/malantonio/film/alien/1/,4.5,Yes,"was shocked to see the director’s cut on 35mm, but i guess it checks out?","35mm, coolidge corner",2018-10-28
2018-10-28,The Blob,1988,https://letterboxd.com/malantonio/film/the-blob-1988/,3.5,,"i think i drifted off a bit towards the end (in my defense, it was like 530a), but the effects are so good.","35mm, colonial theatre",2018-10-28
2018-10-29,Without Warning,1980,https://letterboxd.com/malantonio/film/without-warning-1980/1/,3.5,Yes,i feel so blessed to have seen this on film twice within a year,"35mm, coolidge corner",2018-10-28
2018-10-29,Killer Klowns from Outer Space,1988,https://letterboxd.com/malantonio/film/killer-klowns-from-outer-space/,3,,i have vivid memories of this always being on the sci-fi channel and the image of corpses in cotton candy haunting me. it’s also goofy as hell.,"35mm, coolidge corner",2018-10-28
2018-10-29,The Deadly Spawn,1983,https://letterboxd.com/malantonio/film/the-deadly-spawn/,3,,this is nuts,"35mm, coolidge corner",2018-10-28
2018-10-29,Village of the Damned,1995,https://letterboxd.com/malantonio/film/village-of-the-damned-1995/,3,,"there are times where this feels like a 90s tv movie, which is a bummer. but there are some pretty good nuggets in here.","35mm, coolidge corner",2018-10-28
2018-10-30,Halloween,2018,https://letterboxd.com/malantonio/film/halloween-2018/,3.5,,"it’s definitely at the head of the pack as far as franchise sequels go. and brutal in a “you want blood and guts? okay, this shit isn’t pretty” kind of way. but also kinda disjointed? i wanted to see laurie stroud’s world a lot more than her granddaughter’s.","digital, theater",2018-10-29
2018-10-31,Body Melt,1993,https://letterboxd.com/malantonio/film/body-melt/,2.5,,there’s only a few melts (everyone else kinda explodes or has weird growths). the soundtrack is a solid 70 minutes of techno,"streaming, amazon prime",2018-10-30
2018-10-31,Jennifer's Body,2009,https://letterboxd.com/malantonio/film/jennifers-body/,2,,at least there’s a good stoner metal track?,"streaming, hbo",2018-10-30
2018-11-01,The Wicker Man,1973,https://letterboxd.com/malantonio/film/the-wicker-man/,4.5,,"lauren described it as a horror movie to just one character, which is perfect. this makes so much more sense than (what i remember of) the remake.",download,2018-10-31
2018-11-04,They'll Love Me When I'm Dead,2018,https://letterboxd.com/malantonio/film/theyll-love-me-when-im-dead/,4.5,,i really need to see more orson welles films,"streaming, netflix",2018-11-03
2018-11-09,The Final Terror,1983,https://letterboxd.com/malantonio/film/the-final-terror/,2.5,,"totally fine / serviceable slasher flick. it’s shot pretty nicely for what seems like a real cheap production. come for the fake james woods, stay for the thick accents (american southern, and british??)","amazon prime, streaming",2018-11-08
2018-11-11,Fahrenheit 9/11,2004,https://letterboxd.com/malantonio/film/fahrenheit-9-11/,3.5,Yes,"“there clearly is no way that anyone can live constantly on edge like that” 

fast-forward 14 years 😅",download,2018-11-10
2018-11-11,Book of Shadows: Blair Witch 2,2000,https://letterboxd.com/malantonio/film/book-of-shadows-blair-witch-2/1/,3,Yes,watched a fan edit which claims to be closer to the director’s intentions. the pacing is definitely improved (something like 10 minutes were shaved off) and there’s clearly a message this time around.,"download, fan edit",2018-11-10
2018-11-12,Suspiria,2018,https://letterboxd.com/malantonio/film/suspiria-2018/,4,,"gorgeously made and, i think, easier to follow than the original. still had A Time making sense of what was going on in parts, but in a Good Way.","theater, digital",2018-11-11
2018-11-12,Hereditary,2018,https://letterboxd.com/malantonio/film/hereditary/2/,4.5,Yes,"i’m really curious to know what was changed as a result of audience testing (if anything). in particular, ann dowd’s voice-over at the end. i don’t have a problem with it (i’m not too well-versed in my kings of hell), but it definitely feels like it gives up some of the ambiguity the film has throughout.","amazon, streaming",2018-11-11
2018-11-14,Filmworker,2017,https://letterboxd.com/malantonio/film/filmworker/,4,,did we need another film relating how kubrick was a genius but also worked himself and everyone around him to their ragged edge? probably not. did we need a film about leon vitali? turns out we absolutely did.,"streaming, netflix",2018-11-13
2018-11-18,The Black Cat,1981,https://letterboxd.com/malantonio/film/the-black-cat-1981/,3.5,,i wish i saw this with english dubbing because patrick mcgee’s voice is so great/distinct/weird.,"streaming, amazon prime",2018-11-16
2018-11-19,All She Wants for Christmas,2006,https://letterboxd.com/malantonio/film/all-she-wants-for-christmas/,3,,definitely in so-bad-it’s-good territory. the twist is clear about 5 minutes in. there’s a scene where an extra in the background slips and falls and the rest of the extras all stop and stare and that’s the take they kept. i want to watch again and just focus on the action in the background.,"streaming, lifetime movie club, lifetime",2018-11-18
2018-11-19,Sinister Minister,2017,https://letterboxd.com/malantonio/film/sinister-minister/,2,,it starts out okay but then nosedives into mediocrity. nikki howard is better than the script she was given.,"streaming, lifetime movie club, lifetime",2018-11-18
2018-11-21,Cyborg 2,1993,https://letterboxd.com/malantonio/film/cyborg-2/,1,,this <i>might</i> be the most incomprehensible movie i’ve ever seen. at least jack parlance seems like he had a good time the two days he was on set.,"digital, theater, trash night",2018-11-20
2018-11-22,The Spirit of Christmas,2015,https://letterboxd.com/malantonio/film/the-spirit-of-christmas-2015/,2,,never thought a christmas movie about a no-nonsense lady falling in love with a ghost could be this dull and yet...,"lifetime movie club, lifetime, streaming",2018-11-21
2018-11-25,The Texas Chain Saw Massacre,1974,https://letterboxd.com/malantonio/film/the-texas-chain-saw-massacre/4/,5,Yes,“look what your brother did to the door!”,"streaming, shudder, the last drive-in",2018-11-24
2018-11-25,The Hills Have Eyes,1977,https://letterboxd.com/malantonio/film/the-hills-have-eyes/,3,,wes almost made it through the whole movie without a booby trap. almost.,"streaming, shudder, the last drive-in",2018-11-24
2018-11-25,Blood Rage,1987,https://letterboxd.com/malantonio/film/blood-rage-1987/,3,,"they really used every second of footage they got of louise lasser, didn’t they? it gets an extra half star for the ending.","streaming, shudder, the last drive-in",2018-11-24
2018-11-26,Dead or Alive,1999,https://letterboxd.com/malantonio/film/dead-or-alive/,3,,like someone’s acid-influenced rememberance of HEAT with a lot more gross-out sequences.,"streaming, shudder, the last drive-in",2018-11-25
2018-11-26,You Were Never Really Here,2017,https://letterboxd.com/malantonio/film/you-were-never-really-here/,4,,woof. this is a heavy trip.,"streaming, amazon prime",2018-11-25
2018-11-29,"Electric Boogaloo: The Wild, Untold Story of Cannon Films",2014,https://letterboxd.com/malantonio/film/electric-boogaloo-the-wild-untold-story-of-cannon-films/,3.5,,really charming history of a company whose reputation precedes it.,"streaming, netflix",2018-11-28
2018-11-30,Opera,1987,https://letterboxd.com/malantonio/film/opera/,3.5,,"what’s the deal with the music? there’s only opera in the first thirty minutes and all of a sudden a metal track during a murder. and occasionlly a random child-sung melody. i have no idea. 

the camerawork is fantastic. it’s a shame steadicams came to prominence after the giallo heyday.","streaming, amazon prime",2018-11-29
2018-12-01,The Zodiac Killer,1971,https://letterboxd.com/malantonio/film/the-zodiac-killer/,3.5,,a whole lot of schlocky goodness,blu-ray,2018-11-30
2018-12-01,Stalked by My Doctor,2015,https://letterboxd.com/malantonio/film/stalked-by-my-doctor/,3,,i want to believe that eric roberts was/is a ton of fun to be around on set,"streaming, lifetime movie club, lifetime",2018-11-30
2018-12-02,The Boneyard,1991,https://letterboxd.com/malantonio/film/the-boneyard/,2.5,,not funny enough to work as a comedy but too goofy to work as straight horror. the creature effects are pretty good. deborah rose gives a lot more than the movie deserves and it’s a bummer this is her last role.,blu-ray,2018-12-01
2018-12-02,Never Take Sweets from a Stranger,1960,https://letterboxd.com/malantonio/film/never-take-sweets-from-a-stranger/,3.5,,surprisingly frank and upsetting without resorting to exploitation. the dude playing the junior olderberry is effectively slimey.,blu-ray,2018-12-01
2018-12-02,Lost Holiday: The Jim & Suzanne Shemwell Story,2007,https://letterboxd.com/malantonio/film/lost-holiday-the-jim-suzanne-shemwell-story/,3,,no one seems too distraught that the parents are missing on a mountain until maybe the third day.,"streaming, lifetime, lifetime movie club",2018-12-01
2018-12-03,Happy Birthday to Me,1981,https://letterboxd.com/malantonio/film/happy-birthday-to-me/,3,,an enjoyable canadian giallo/slasher flick that holds up until the twist in the last 10 minutes. the ending i was expecting was a stretch but jeez louise is the actual one really reaching.,blu-ray,2018-12-02
2018-12-03,Grizzly,1976,https://letterboxd.com/malantonio/film/grizzly/,4,,"well-paced until the last reel with some “grizzly” deaths popping up whenever the plot starts to lag. if you couldn’t relate to JAWS because you’re landlocked, this might be a suitable alternative.","streaming, amazon prime",2018-12-02
2018-12-04,Maniac,1980,https://letterboxd.com/malantonio/film/maniac-1980/,3.5,,"wonderfully grimy and squirm-inducing, mainly by joe spinell’s performance both on-screen and off (his breathing + moaning on the soundtrack is Rough). great early slasher.","streaming, shudder",2018-12-03
2018-12-05,Creepshow 2,1987,https://letterboxd.com/malantonio/film/creepshow-2/,2,,"maybe it works better with a crowd, but i didn’t really like this at all. the second story started strong but the ending was weak. and the third story seems like it would work better on the page. meh.","streaming, shudder",2018-12-04
2018-12-05,Document of the Dead,1985,https://letterboxd.com/malantonio/film/document-of-the-dead/,3,,"overall it’s really interesting to see george romero over the course of like 20 years. it’s all over the place, which is kind of a bummer, and the back half is mostly fans/friends heaping praise (though his daughter has some wonderful anecdotes). but the behind the scenes footage of DAWN OF THE DEAD is worth the price of admission alone.","streaming, shudder",2018-12-04
2018-12-09,Another Son of Sam,1977,https://letterboxd.com/malantonio/film/another-son-of-sam/,2.5,,"the first half is a smorgasbord of fascinating film-making decisions but it gets bogged down stretching out a ten minute finale into something like twenty-five. 

they really got their money’s worth with that johnny charro song.",blu-ray,2018-12-08
2018-12-09,Beyond the Door,1974,https://letterboxd.com/malantonio/film/beyond-the-door/,3,,i think i liked this? it has some of the usual pitfalls you’d expect (a WHOLE lot of walking around and talking) but there’s enough weird nuggets throughout to be entertaining.,blu-ray,2018-12-08
2018-12-11,The Legend of Boggy Creek,1972,https://letterboxd.com/malantonio/film/the-legend-of-boggy-creek/,3,,"immediately flooded my brain with memories of THE TOWN THAT DREADED SUNDOWN. i really like pierce’s faux(?)-documentary style in these two films and the touch of having people star in reenactments is a lot of fun. the pacing is all over the place and really languid at times, but again, it just adds to the overall mood.","streaming, the last drive-in, shudder",2018-12-10
2018-12-12,Shirkers,2018,https://letterboxd.com/malantonio/film/shirkers/,5,,"one of those great ones that inspires from the outset, before the main story even takes place. and then the main thrust kicks in and your jaw hits the floor. the craft of the filmmaking belies sandi tan's short (filmmaking) resume. this is a film by someone who was born to make them. it's joyous, painful, funny, sad, nostalgic, infuriating, and beautiful.","netflix, streaming",2018-12-11
2018-12-13,The Clovehitch Killer,2018,https://letterboxd.com/malantonio/film/the-clovehitch-killer/,4,,that didn’t play out at all like i was expecting. well-crafted and superbly acted. loved it.,"streaming, amazon",2018-12-12
2018-12-13,Road to Revenge,1993,https://letterboxd.com/malantonio/film/road-to-revenge/,3.5,,absolutely fascinating passion project. one of the actors does a crazed dennis hopper impression the whole time. i’m always here for this.,"youtube, streaming",2018-12-12
2018-12-15,Better Watch Out,2016,https://letterboxd.com/malantonio/film/better-watch-out/,1,,eli roth fans remaking FUNNY GAMES as a black comedy and shooting for a soft R.,"shudder, streaming",2018-12-14
2018-12-16,Blood Hook,1986,https://letterboxd.com/malantonio/film/blood-hook/,2.5,,"it's charming and fun until it becomes a bit of a slog. i'm a sucker for midwest accents, so all of the locals really get me. however, there's a significant drop in energy whenever the peter character is on screen (it doesn't help that the actor looks like karen's asshole/creep neighbor from GOODFELLAS).",blu-ray,2018-12-15
2018-12-16,Spine Tingler! The William Castle Story,2007,https://letterboxd.com/malantonio/film/spine-tingler-the-william-castle-story/,3.5,,this was just nice,"streaming, kanopy",2018-12-15
2018-12-16,Christmas Evil,1980,https://letterboxd.com/malantonio/film/christmas-evil/,4,,all of the wood panelling and drop ceilings got me feeling feels.,"streaming, shudder",2018-12-15
2018-12-16,Nancy,2018,https://letterboxd.com/malantonio/film/nancy/,4.5,,i’m always here for sad movies about sad people but this was exceptional.,"streaming, kanopy",2018-12-15
2018-12-18,Bombshell,1933,https://letterboxd.com/malantonio/film/bombshell/,4.5,,"so enjoyable and charming.


 “step on it cabbie, i’m being annoyed!”","35mm, brattle theater",2018-12-17
2018-12-21,All the President's Men,1976,https://letterboxd.com/malantonio/film/all-the-presidents-men/1/,4.5,Yes,"those opening thirty minutes, good gravy. hoffman + redford are so good, but how about that supporting cast? ","streaming, amazon prime",2018-12-19
2018-12-21,Eyes Wide Shut,1999,https://letterboxd.com/malantonio/film/eyes-wide-shut/1/,5,Yes,this was my first time watching with a crowd (i’ve apparently only watched this by myself the dozen or so times in the past?) and first in a theater. the humor comes out a lot clearer with other people around. it’s got some strange logic and you get the feeling that kubrick would have trimmed some of the fat had he lived. still beautiful and weird and unique and great. maybe the best viewing i’ve had yet.,"digital, theater, brattle theater",2018-12-20
2018-12-22,Cam,2018,https://letterboxd.com/malantonio/film/cam/,3.5,,i’m so glad that the cam site wasn’t a law-and-order-esque copy but actually believable.,"streaming, netflix",2018-12-21
2018-12-23,Phantasm,1979,https://letterboxd.com/malantonio/film/phantasm/,3.5,,i think i wasn’t actively seeking this one out because any synopsis i would read just made it sound preposterous and uninteresting. yet here i am ready to invest in the whole kitten-kaboodle after a single viewing. the logic is all over the place but i guess but that’s intentional? it’s a blessing that this doesn’t get boring. into it.,"streaming, shudder, the last drive-in",2018-12-22
2018-12-23,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,2014,https://letterboxd.com/malantonio/film/lost-soul-the-doomed-journey-of-richard-stanleys-island-of-dr-moreau/,2.5,,"i completely forgot i watched this a couple hours after the fact. it’s fine, but limps along after richard stanley’s firing.","streaming, shudder",2018-12-22
2018-12-24,Nightbreed,1990,https://letterboxd.com/malantonio/film/nightbreed/,2,,maybe this would work better as a comic book? i dunno; this definitely wasn’t for me.,"blu-ray, theater",2018-12-22
2018-12-29,Vice,2018,https://letterboxd.com/malantonio/film/vice-2018/,3.5,,"adam mckay’s getting really close to finding that sweet spot as a filmmaker between michael moore and 90’s oliver stone. tonally, it’s all over the place, and some of the comedic moments weigh it down. but the performances are all fantastic and i think the cross-cutting works. this is the kind of film i was hoping for when W came out forever ago.","digital, theater",2018-12-28
2018-12-31,Misery,1990,https://letterboxd.com/malantonio/film/misery/,4,,"it’s an exercise in spot-on storytelling in a film. there’s no excess here; everything is in its place and serves its purpose. also, the make-up!

a bone to pick: stephen king’s big complaint about THE SHINING is that the subtext of fatherhood/alcoholism is stripped out. but this completely removes the annie-as-stand-in-for-addiction subtext and yet he’s not out there giving some convoluted car metaphor about it. 


(clearly i’m incensed about this)","streaming, shudder, with-lauren",2018-12-29
2018-12-31,A Simple Favor,2018,https://letterboxd.com/malantonio/film/a-simple-favor/,1.5,,"i dunno, this was so hard to get through. everyone is insufferable and smug. and what the hell is up with the french soundtrack?

there’s a trio of parents that saves this from being a complete disaster, but only slightly. no thanks.","streaming, amazon prime, with-lauren",2018-12-30
2019-01-02,Duck Soup,1933,https://letterboxd.com/malantonio/film/duck-soup-1933/,3,,enjoyable but a bit too scattered for my taste?,"35mm, brattle theater, theater",2019-01-01
2019-01-02,Room Service,1938,https://letterboxd.com/malantonio/film/room-service/,3.5,,i like the idea of keeping the action mostly in a single location. the supporting cast really sold this one for me.,"35mm, brattle theater, theater",2019-01-01
2019-01-02,Monkey Business,1931,https://letterboxd.com/malantonio/film/monkey-business/,3.5,,the part with chico at the piano really got me,"35mm, brattle theater, theater",2019-01-01
2019-01-02,A Night at the Opera,1935,https://letterboxd.com/malantonio/film/a-night-at-the-opera/,5,,what an absolute delight,"35mm, brattle theater, theater",2019-01-01
